seizoen,speeldag,stand,ploeg,aantal_gespeelde_matchen,aantal_gewonnen_matchen,aantal_gelijkgespeelde_matchen,aantal_verloren_matchen,doelpunten,puntenverschil,punten
89/90,3.speeldag,7,Standard Luik,3,1,2,0,6:2,4,4:2
89/90,3.speeldag,8,VAC Beerschot,3,1,2,0,1:0,1,4:2
89/90,3.speeldag,9,KSC Lokeren,3,1,1,1,5:6,-1,3:3
89/90,3.speeldag,10,KSV Waregem,3,1,1,1,3:8,-5,3:3
89/90,3.speeldag,11,KSK Beveren,3,0,3,0,2:2,0,3:3
89/90,3.speeldag,12,RC Luik,3,1,0,2,2:2,0,2:4
89/90,3.speeldag,13,Club Brugge,3,0,2,1,3:5,-2,2:4
89/90,3.speeldag,14,St-Truidense VV,3,0,2,1,2:4,-2,2:4
89/90,3.speeldag,14,Antwerp FC,3,0,2,1,2:4,-2,2:4
89/90,3.speeldag,16,Lierse SK,3,0,1,2,0:9,-9,1:517
89/90,3.speeldag,17,Germinal Ekeren,3,0,0,3,2:6,-4,0:618
89/90,3.speeldag,18,Racing Mechelen,3,0,0,3,3:8,-5,0:6
89/90,4.speeldag,1,RSC Anderlecht,4,3,1,0,12:3,9,7:1
89/90,4.speeldag,2,KV Mechelen,4,3,1,0,8:2,6,7:1
89/90,4.speeldag,3,Cercle Brugge,4,3,0,1,6:3,3,6:2
89/90,4.speeldag,4,KV Kortrijk,4,2,1,1,10:6,4,5:3
89/90,4.speeldag,5,KSV Waregem,4,2,1,1,7:8,-1,5:3
89/90,4.speeldag,6,Standard Luik,4,1,3,0,6:2,4,5:3
89/90,4.speeldag,7,KSK Beveren,4,1,3,0,6:3,3,5:3
89/90,4.speeldag,8,R Charleroi SC,4,2,0,2,7:5,2,4:4
89/90,4.speeldag,9,KAA Gent,4,2,0,2,6:9,-3,4:4
89/90,4.speeldag,10,Club Brugge,4,1,2,1,7:6,1,4:4
89/90,4.speeldag,11,Antwerp FC,4,1,2,1,4:4,0,4:4
89/90,4.speeldag,12,VAC Beerschot,4,1,2,1,1:4,-3,4:4
89/90,4.speeldag,13,RC Luik,4,1,1,2,2:2,0,3:5
89/90,4.speeldag,14,KSC Lokeren,4,1,1,2,6:9,-3,3:5
89/90,4.speeldag,15,Germinal Ekeren,4,1,0,3,3:6,-3,2:6
89/90,4.speeldag,16,St-Truidense VV,4,0,2,2,2:6,-4,2:617
89/90,4.speeldag,17,Lierse SK,4,0,2,2,1:10,-9,2:618
89/90,4.speeldag,18,Racing Mechelen,4,0,0,4,4:10,-6,0:8
89/90,5.speeldag,1,KV Mechelen,5,4,1,0,12:2,10,9:1
89/90,5.speeldag,2,Cercle Brugge,5,4,0,1,9:4,5,8:2
89/90,5.speeldag,3,RSC Anderlecht,5,3,2,0,12:3,9,8:2
89/90,5.speeldag,4,KV Kortrijk,5,3,1,1,11:6,5,7:3
89/90,5.speeldag,5,KSV Waregem,5,2,2,1,8:9,-1,6:4
89/90,5.speeldag,6,Standard Luik,5,1,4,0,7:3,4,6:4
89/90,5.speeldag,7,R Charleroi SC,5,2,1,2,7:5,2,5:5
89/90,5.speeldag,8,KAA Gent,5,2,1,2,7:10,-3,5:5
89/90,5.speeldag,9,Club Brugge,5,1,3,1,9:8,1,5:5
89/90,5.speeldag,10,Antwerp FC,5,1,3,1,5:5,0,5:5
89/90,5.speeldag,11,KSK Beveren,5,1,3,1,6:7,-1,5:5
89/90,5.speeldag,12,VAC Beerschot,5,1,3,1,2:5,-3,5:5
89/90,5.speeldag,13,RC Luik,5,1,1,3,2:3,-1,3:7
89/90,5.speeldag,14,Germinal Ekeren,5,1,1,3,5:8,-3,3:7
89/90,5.speeldag,15,KSC Lokeren,5,1,1,3,7:12,-5,3:7
89/90,5.speeldag,16,St-Truidense VV,5,0,3,2,2:6,-4,3:717
89/90,5.speeldag,17,Lierse SK,5,0,3,2,2:11,-9,3:718
89/90,5.speeldag,18,Racing Mechelen,5,0,1,4,4:10,-6,1:9
89/90,6.speeldag,1,RSC Anderlecht,6,4,2,0,16:3,13,10:2
89/90,6.speeldag,2,KV Mechelen,6,4,2,0,12:2,10,10:2
89/90,6.speeldag,3,KV Kortrijk,6,4,1,1,12:6,6,9:3
89/90,6.speeldag,4,Cercle Brugge,6,4,0,2,9:8,1,8:4
89/90,6.speeldag,5,Club Brugge,6,2,3,1,10:8,2,7:5
89/90,6.speeldag,6,Antwerp FC,6,2,3,1,7:6,1,7:5
89/90,6.speeldag,7,KSK Beveren,6,2,3,1,7:7,0,7:5
89/90,6.speeldag,8,VAC Beerschot,6,2,3,1,5:6,-1,7:5
89/90,6.speeldag,9,KSV Waregem,6,2,2,2,8:10,-2,6:6
89/90,6.speeldag,10,Standard Luik,6,1,4,1,8:5,3,6:6
89/90,6.speeldag,11,R Charleroi SC,6,2,1,3,7:6,1,5:7
89/90,6.speeldag,12,KSC Lokeren,6,2,1,3,9:12,-3,5:7
89/90,6.speeldag,13,KAA Gent,6,2,1,3,7:11,-4,5:7
89/90,6.speeldag,14,Lierse SK,6,1,3,2,4:12,-8,5:7
89/90,6.speeldag,15,RC Luik,6,1,2,3,2:3,-1,4:8
89/90,6.speeldag,16,Germinal Ekeren,6,1,1,4,6:10,-4,3:917
89/90,6.speeldag,17,St-Truidense VV,6,0,3,3,2:8,-6,3:918
89/90,6.speeldag,18,Racing Mechelen,6,0,1,5,5:13,-8,1:11
89/90,7.speeldag,1,RSC Anderlecht,7,5,2,0,20:3,17,12:2
89/90,7.speeldag,2,KV Mechelen,7,5,2,0,14:2,12,12:2
89/90,7.speeldag,3,KV Kortrijk,7,4,1,2,12:12,0,9:5
89/90,7.speeldag,4,Antwerp FC,7,3,3,1,13:6,7,9:5
89/90,7.speeldag,5,Club Brugge,7,3,3,1,12:8,4,9:5
89/90,7.speeldag,6,Cercle Brugge,7,4,0,3,10:10,0,8:6
89/90,7.speeldag,7,Standard Luik,7,2,4,1,10:6,4,8:6
89/90,7.speeldag,8,R Charleroi SC,7,3,1,3,9:7,2,7:7
89/90,7.speeldag,9,KAA Gent,7,3,1,3,10:11,-1,7:7
89/90,7.speeldag,10,KSC Lokeren,7,3,1,3,12:14,-2,7:7
89/90,7.speeldag,11,VAC Beerschot,7,2,3,2,7:9,-2,7:7
89/90,7.speeldag,12,KSK Beveren,7,2,3,2,7:10,-3,7:7
89/90,7.speeldag,13,KSV Waregem,7,2,2,3,8:12,-4,6:8
89/90,7.speeldag,14,Germinal Ekeren,7,2,1,4,9:10,-1,5:9
89/90,7.speeldag,15,Lierse SK,7,1,3,3,4:14,-10,5:9
89/90,7.speeldag,16,RC Luik,7,1,2,4,2:6,-4,4:1017
89/90,7.speeldag,17,St-Truidense VV,7,0,3,4,2:12,-10,3:1118
89/90,7.speeldag,18,Racing Mechelen,7,0,1,6,6:15,-9,1:13
89/90,8.speeldag,1,RSC Anderlecht,8,6,2,0,22:3,19,14:2
89/90,8.speeldag,2,KV Mechelen,8,5,3,0,15:3,12,13:3
89/90,8.speeldag,3,Club Brugge,8,4,3,1,13:8,5,11:5
89/90,8.speeldag,4,Cercle Brugge,8,5,0,3,12:11,1,10:6
89/90,8.speeldag,5,KV Kortrijk,8,4,2,2,12:12,0,10:6
89/90,8.speeldag,6,Antwerp FC,8,3,4,1,14:7,7,10:6
89/90,8.speeldag,7,KAA Gent,8,4,1,3,13:11,2,9:7
89/90,8.speeldag,8,Standard Luik,8,2,5,1,10:6,4,9:7
89/90,8.speeldag,9,KSC Lokeren,8,3,2,3,12:14,-2,8:8
89/90,8.speeldag,10,R Charleroi SC,8,3,1,4,10:9,1,7:9
89/90,8.speeldag,11,VAC Beerschot,8,2,3,3,7:11,-4,7:9
89/90,8.speeldag,11,KSK Beveren,8,2,3,3,7:11,-4,7:9
89/90,8.speeldag,13,Lierse SK,8,2,3,3,6:15,-9,7:9
89/90,8.speeldag,14,RC Luik,8,2,2,4,4:6,-2,6:10
89/90,8.speeldag,15,KSV Waregem,8,2,2,4,8:15,-7,6:10
89/90,8.speeldag,16,Germinal Ekeren,8,2,1,5,9:12,-3,5:1117
89/90,8.speeldag,17,St-Truidense VV,8,0,3,5,3:14,-11,3:1318
89/90,8.speeldag,18,Racing Mechelen,8,0,2,6,6:15,-9,2:14
89/90,9.speeldag,1,RSC Anderlecht,9,7,2,0,24:3,21,16:2
89/90,9.speeldag,2,KV Mechelen,9,6,3,0,20:4,16,15:3
89/90,9.speeldag,3,Club Brugge,9,5,3,1,15:8,7,13:5
89/90,9.speeldag,4,Cercle Brugge,9,5,1,3,12:11,1,11:7
89/90,9.speeldag,5,Antwerp FC,9,3,5,1,15:8,7,11:7
89/90,9.speeldag,6,KAA Gent,9,4,2,3,14:12,2,10:8
89/90,9.speeldag,7,KSC Lokeren,9,4,2,3,13:14,-1,10:8
89/90,9.speeldag,8,KV Kortrijk,9,4,2,3,12:13,-1,10:8
89/90,9.speeldag,9,Lierse SK,9,3,3,3,10:15,-5,9:9
89/90,9.speeldag,10,Standard Luik,9,2,5,2,10:8,2,9:9
89/90,9.speeldag,11,VAC Beerschot,9,2,4,3,7:11,-4,8:10
89/90,9.speeldag,12,R Charleroi SC,9,3,1,5,10:10,0,7:11
89/90,9.speeldag,13,Germinal Ekeren,9,3,1,5,12:13,-1,7:11
89/90,9.speeldag,14,KSK Beveren,9,2,3,4,7:15,-8,7:11
89/90,9.speeldag,15,RC Luik,9,2,2,5,4:8,-4,6:12
89/90,9.speeldag,16,KSV Waregem,9,2,2,5,9:18,-9,6:1217
89/90,9.speeldag,17,St-Truidense VV,9,1,3,5,4:14,-10,5:1318
89/90,9.speeldag,18,Racing Mechelen,9,0,2,7,7:20,-13,2:16
89/90,10.speeldag,1,RSC Anderlecht,10,8,2,0,27:3,24,18:2
89/90,10.speeldag,2,KV Mechelen,10,6,4,0,20:4,16,16:4
89/90,10.speeldag,3,Club Brugge,10,6,3,1,18:9,9,15:5
89/90,10.speeldag,4,Cercle Brugge,10,6,1,3,15:12,3,13:7
89/90,10.speeldag,5,Antwerp FC,10,4,5,1,19:9,10,13:7
89/90,10.speeldag,6,KSC Lokeren,10,4,3,3,13:14,-1,11:9
89/90,10.speeldag,7,KAA Gent,10,4,2,4,14:14,0,10:10
89/90,10.speeldag,8,KV Kortrijk,10,4,2,4,12:16,-4,10:10
89/90,10.speeldag,9,KSK Beveren,10,3,3,4,11:15,-4,9:11
89/90,10.speeldag,10,Lierse SK,10,3,3,4,12:19,-7,9:11
89/90,10.speeldag,11,Standard Luik,10,2,5,3,11:11,0,9:11
89/90,10.speeldag,12,VAC Beerschot,10,2,5,3,8:12,-4,9:11
89/90,10.speeldag,13,RC Luik,10,3,2,5,8:10,-2,8:12
89/90,10.speeldag,14,Germinal Ekeren,10,3,1,6,13:17,-4,7:13
89/90,10.speeldag,15,R Charleroi SC,10,3,1,6,10:14,-4,7:13
89/90,10.speeldag,16,KSV Waregem,10,2,2,6,10:21,-11,6:1417
89/90,10.speeldag,17,St-Truidense VV,10,1,4,5,5:15,-10,6:1418
89/90,10.speeldag,18,Racing Mechelen,10,1,2,7,9:20,-11,4:16
89/90,11.speeldag,1,RSC Anderlecht,11,8,3,0,27:3,24,19:3
89/90,11.speeldag,2,KV Mechelen,11,6,5,0,20:4,16,17:5
89/90,11.speeldag,3,Cercle Brugge,11,7,1,3,18:12,6,15:7
89/90,11.speeldag,4,Club Brugge,11,6,3,2,18:11,7,15:7
89/90,11.speeldag,5,Antwerp FC,11,5,5,1,21:9,12,15:7
89/90,11.speeldag,6,KSC Lokeren,11,4,4,3,13:14,-1,12:10
89/90,11.speeldag,7,KAA Gent,11,4,3,4,14:14,0,11:11
89/90,11.speeldag,8,KSK Beveren,11,4,3,4,13:16,-3,11:11
89/90,11.speeldag,9,Lierse SK,11,4,3,4,14:19,-5,11:11
89/90,11.speeldag,10,Standard Luik,11,3,5,3,13:12,1,11:11
89/90,11.speeldag,11,KV Kortrijk,11,4,2,5,12:19,-7,10:12
89/90,11.speeldag,12,R Charleroi SC,11,4,1,6,14:14,0,9:13
89/90,11.speeldag,13,Germinal Ekeren,11,4,1,6,15:17,-2,9:13
89/90,11.speeldag,14,VAC Beerschot,11,2,5,4,8:16,-8,9:13
89/90,11.speeldag,15,RC Luik,11,3,2,6,9:12,-3,8:14
89/90,11.speeldag,16,KSV Waregem,11,2,2,7,10:23,-13,6:1617
89/90,11.speeldag,17,St-Truidense VV,11,1,4,6,6:17,-11,6:1618
89/90,11.speeldag,18,Racing Mechelen,11,1,2,8,9:22,-13,4:18
89/90,12.speeldag,1,RSC Anderlecht,12,8,3,1,27:4,23,19:5
89/90,12.speeldag,2,KV Mechelen,12,6,6,0,20:4,16,18:6
89/90,12.speeldag,3,Club Brugge,12,7,3,2,20:12,8,17:7
89/90,12.speeldag,4,Antwerp FC,12,6,5,1,25:10,15,17:7
89/90,12.speeldag,5,Cercle Brugge,12,7,2,3,18:12,6,16:8
89/90,12.speeldag,6,KSC Lokeren,12,5,4,3,15:15,0,14:10
89/90,12.speeldag,7,KAA Gent,12,5,3,4,15:14,1,13:11
89/90,12.speeldag,8,Standard Luik,12,4,5,3,16:12,4,13:11
89/90,12.speeldag,9,R Charleroi SC,12,5,1,6,15:14,1,11:13
89/90,12.speeldag,10,KV Kortrijk,12,4,3,5,13:20,-7,11:13
89/90,12.speeldag,10,KSK Beveren,12,4,3,5,13:20,-7,11:13
89/90,12.speeldag,12,Lierse SK,12,4,3,5,15:23,-8,11:13
89/90,12.speeldag,13,Germinal Ekeren,12,4,1,7,16:19,-3,9:15
89/90,12.speeldag,14,VAC Beerschot,12,2,5,5,8:19,-11,9:15
89/90,12.speeldag,15,RC Luik,12,3,2,7,9:13,-4,8:16
89/90,12.speeldag,16,KSV Waregem,12,3,2,7,14:23,-9,8:1617
89/90,12.speeldag,17,St-Truidense VV,12,1,5,6,7:18,-11,7:1718
89/90,12.speeldag,18,Racing Mechelen,12,1,2,9,10:24,-14,4:20
89/90,13.speeldag,1,KV Mechelen,13,7,6,0,24:4,20,20:6
89/90,13.speeldag,2,RSC Anderlecht,13,8,3,2,28:7,21,19:7
89/90,13.speeldag,3,Club Brugge,13,8,3,2,23:13,10,19:7
89/90,13.speeldag,4,Cercle Brugge,13,7,3,3,19:13,6,17:9
89/90,13.speeldag,5,Antwerp FC,13,6,5,2,26:13,13,17:9
89/90,13.speeldag,6,Standard Luik,13,5,5,3,18:12,6,15:11
89/90,13.speeldag,7,KAA Gent,13,5,4,4,16:15,1,14:12
89/90,13.speeldag,8,KSC Lokeren,13,5,4,4,16:18,-2,14:12
89/90,13.speeldag,9,KV Kortrijk,13,5,3,5,16:21,-5,13:1
89/90,13.speeldag,39,KSK Beveren,13,5,3,5,16:21,-5,13:1311
89/90,13.speeldag,11,Lierse SK,13,4,4,5,15:23,-8,12:14
89/90,13.speeldag,12,Germinal Ekeren,13,5,1,7,19:20,-1,11:15
89/90,13.speeldag,13,R Charleroi SC,13,5,1,7,15:16,-1,11:15
89/90,13.speeldag,14,RC Luik,13,4,2,7,11:13,-2,10:16
89/90,13.speeldag,15,VAC Beerschot,13,2,5,6,9:22,-13,9:17
89/90,13.speeldag,16,KSV Waregem,13,3,2,8,14:25,-11,8:1817
89/90,13.speeldag,17,St-Truidense VV,13,1,5,7,7:22,-15,7:1918
89/90,13.speeldag,18,Racing Mechelen,13,1,3,9,10:24,-14,5:21
89/90,14.speeldag,1,KV Mechelen,14,7,7,0,24:4,20,21:7
89/90,14.speeldag,2,RSC Anderlecht,14,8,4,2,28:7,21,20:8
89/90,14.speeldag,3,Club Brugge,14,8,4,2,23:13,10,20:8
89/90,14.speeldag,4,Cercle Brugge,14,7,4,3,20:14,6,18:10
89/90,14.speeldag,5,Antwerp FC,14,6,6,2,27:14,13,18:10
89/90,14.speeldag,6,Standard Luik,14,5,6,3,18:12,6,16:12
89/90,14.speeldag,7,KAA Gent,14,5,4,5,17:17,0,14:14
89/90,14.speeldag,8,KSC Lokeren,14,5,4,5,17:21,-4,14:14
89/90,14.speeldag,9,KV Kortrijk,14,5,4,5,16:21,-5,14:14
89/90,14.speeldag,10,Lierse SK,14,5,4,5,18:24,-6,14:14
89/90,14.speeldag,11,KSK Beveren,14,5,3,6,16:22,-6,13:15
89/90,14.speeldag,12,Germinal Ekeren,14,5,2,7,20:21,-1,12:16
89/90,14.speeldag,13,R Charleroi SC,14,5,2,7,17:18,-1,12:16
89/90,14.speeldag,14,RC Luik,14,4,3,7,12:14,-2,11:17
89/90,14.speeldag,15,VAC Beerschot,14,2,6,6,9:22,-13,10:18
89/90,14.speeldag,16,KSV Waregem,14,3,3,8,16:27,-11,9:1917
89/90,14.speeldag,17,St-Truidense VV,14,2,5,7,9:23,-14,9:1918
89/90,14.speeldag,18,Racing Mechelen,14,2,3,9,11:24,-13,7:21
89/90,15.speeldag,1,KV Mechelen,15,8,7,0,28:4,24,23:7
89/90,15.speeldag,2,RSC Anderlecht,15,9,4,2,32:7,25,22:8
89/90,15.speeldag,3,Club Brugge,15,9,4,2,25:14,11,22:8
89/90,15.speeldag,4,Antwerp FC,15,7,6,2,31:15,16,20:10
89/90,15.speeldag,5,Cercle Brugge,15,7,4,4,21:16,5,18:12
89/90,15.speeldag,6,KAA Gent,15,6,4,5,19:17,2,16:14
89/90,15.speeldag,7,KSC Lokeren,15,6,4,5,19:21,-2,16:14
89/90,15.speeldag,8,Standard Luik,15,5,6,4,18:16,2,16:14
89/90,15.speeldag,9,KV Kortrijk,15,5,5,5,16:21,-5,15:15
89/90,15.speeldag,10,Germinal Ekeren,15,6,2,7,21:21,0,14:16
89/90,15.speeldag,11,Lierse SK,15,5,4,6,18:28,-10,14:16
89/90,15.speeldag,12,R Charleroi SC,15,5,3,7,17:18,-1,13:17
89/90,15.speeldag,13,KSK Beveren,15,5,3,7,16:24,-8,13:17
89/90,15.speeldag,14,RC Luik,15,4,4,7,12:14,-2,12:18
89/90,15.speeldag,15,VAC Beerschot,15,2,6,7,9:24,-15,10:20
89/90,15.speeldag,16,KSV Waregem,15,3,3,9,17:31,-14,9:2117
89/90,15.speeldag,17,St-Truidense VV,15,2,5,8,9:24,-15,9:2118
89/90,15.speeldag,18,Racing Mechelen,15,2,4,9,11:24,-13,8:22
89/90,16.speeldag,1,RSC Anderlecht,16,10,4,2,33:7,26,24:8
89/90,16.speeldag,2,Club Brugge,16,10,4,2,29:15,14,24:8
89/90,16.speeldag,3,KV Mechelen,16,8,8,0,28:4,24,24:8
89/90,16.speeldag,4,Antwerp FC,16,7,7,2,34:18,16,21:11
89/90,16.speeldag,5,Cercle Brugge,16,7,4,5,22:18,4,18:14
89/90,16.speeldag,6,KAA Gent,16,6,5,5,20:18,2,17:15
89/90,16.speeldag,7,KSC Lokeren,16,6,5,5,20:22,-2,17:15
89/90,16.speeldag,8,Standard Luik,16,5,7,4,19:17,2,17:15
89/90,16.speeldag,9,Lierse SK,16,6,4,6,20:29,-9,16:16
89/90,16.speeldag,10,KV Kortrijk,16,5,6,5,16:21,-5,16:16
89/90,16.speeldag,11,Germinal Ekeren,16,6,2,8,21:22,-1,14:18
89/90,16.speeldag,12,R Charleroi SC,16,5,4,7,20:21,-1,14:18
89/90,16.speeldag,13,KSK Beveren,16,5,3,8,16:25,-9,13:19
89/90,16.speeldag,14,RC Luik,16,4,5,7,13:15,-2,13:19
89/90,16.speeldag,15,VAC Beerschot,16,3,6,7,10:24,-14,12:20
89/90,16.speeldag,16,KSV Waregem,16,3,4,9,17:31,-14,10:2217
89/90,16.speeldag,17,Racing Mechelen,16,2,5,9,11:24,-13,9:2318
89/90,16.speeldag,18,St-Truidense VV,16,2,5,9,10:28,-18,9:23
89/90,17.speeldag,1,RSC Anderlecht,17,11,4,2,34:7,27,26:8
89/90,17.speeldag,2,Club Brugge,17,11,4,2,32:15,17,26:8
89/90,17.speeldag,3,KV Mechelen,17,8,9,0,29:5,24,25:9
89/90,17.speeldag,4,Antwerp FC,17,8,7,2,35:18,17,23:11
89/90,17.speeldag,5,Cercle Brugge,17,8,4,5,26:19,7,20:14
89/90,17.speeldag,6,Standard Luik,17,6,7,4,23:18,5,19:15
89/90,17.speeldag,7,KAA Gent,17,6,6,5,20:18,2,18:16
89/90,17.speeldag,8,KSC Lokeren,17,6,6,5,21:23,-2,18:16
89/90,17.speeldag,9,KV Kortrijk,17,5,7,5,16:21,-5,17:17
89/90,17.speeldag,10,Lierse SK,17,6,4,7,21:32,-11,16:18
89/90,17.speeldag,11,R Charleroi SC,17,5,5,7,21:22,-1,15:19
89/90,17.speeldag,12,Germinal Ekeren,17,6,2,9,22:26,-4,14:20
89/90,17.speeldag,13,KSK Beveren,17,5,3,9,17:29,-12,13:21
89/90,17.speeldag,14,RC Luik,17,4,5,8,13:16,-3,13:21
89/90,17.speeldag,15,VAC Beerschot,17,3,6,8,10:27,-17,12:22
89/90,17.speeldag,16,KSV Waregem,17,3,5,9,18:32,-14,11:2317
89/90,17.speeldag,17,St-Truidense VV,17,3,5,9,13:29,-16,11:2318
89/90,17.speeldag,18,Racing Mechelen,17,2,5,10,11:25,-14,9:25
89/90,18.speeldag,1,RSC Anderlecht,18,12,4,2,39:7,32,28:8
89/90,18.speeldag,2,Club Brugge,18,12,4,2,34:16,18,28:8
89/90,18.speeldag,3,KV Mechelen,18,8,10,0,29:5,24,26:10
89/90,18.speeldag,4,Antwerp FC,18,9,7,2,40:18,22,25:11
89/90,18.speeldag,5,Cercle Brugge,18,8,5,5,26:19,7,21:15
89/90,18.speeldag,6,Standard Luik,18,6,7,5,24:20,4,19:17
89/90,18.speeldag,7,KAA Gent,18,6,7,5,20:18,2,19:17
89/90,18.speeldag,8,Lierse SK,18,7,4,7,24:34,-10,18:18
89/90,18.speeldag,9,KSC Lokeren,18,6,6,6,21:28,-7,18:18
89/90,18.speeldag,10,KV Kortrijk,18,5,7,6,16:23,-7,17:19
89/90,18.speeldag,11,Germinal Ekeren,18,7,2,9,24:26,-2,16:20
89/90,18.speeldag,12,R Charleroi SC,18,5,6,7,22:23,-1,16:20
89/90,18.speeldag,13,KSK Beveren,18,5,4,9,17:29,-12,14:22
89/90,18.speeldag,14,RC Luik,18,4,6,8,13:16,-3,14:22
89/90,18.speeldag,15,St-Truidense VV,18,3,6,9,13:29,-16,12:24
89/90,18.speeldag,16,VAC Beerschot,18,3,6,9,12:30,-18,12:2417
89/90,18.speeldag,17,KSV Waregem,18,3,5,10,18:37,-19,11:2518
89/90,18.speeldag,18,Racing Mechelen,18,2,6,10,12:26,-14,10:26
89/90,19.speeldag,1,Club Brugge,19,13,4,2,37:16,21,30:8
89/90,19.speeldag,2,RSC Anderlecht,19,12,4,3,39:8,31,28:10
89/90,19.speeldag,3,KV Mechelen,19,9,10,0,32:5,27,28:10
89/90,19.speeldag,4,Antwerp FC,19,10,7,2,41:18,23,27:11
89/90,19.speeldag,5,Cercle Brugge,19,9,5,5,29:20,9,23:15
89/90,19.speeldag,6,Standard Luik,19,7,7,5,26:20,6,21:17
89/90,19.speeldag,7,KAA Gent,19,6,7,6,21:20,1,19:19
89/90,19.speeldag,8,KSC Lokeren,19,6,7,6,21:28,-7,19:19
89/90,19.speeldag,9,Lierse SK,19,7,4,8,24:36,-12,18:20
89/90,19.speeldag,10,R Charleroi SC,19,6,6,7,24:24,0,18:20
89/90,19.speeldag,11,KV Kortrijk,19,5,7,7,16:26,-10,17:21
89/90,19.speeldag,12,Germinal Ekeren,19,7,2,10,24:29,-5,16:22
89/90,19.speeldag,13,RC Luik,19,4,7,8,14:17,-3,15:23
89/90,19.speeldag,14,KSK Beveren,19,5,4,10,18:33,-15,14:24
89/90,19.speeldag,15,VAC Beerschot,19,4,6,9,16:31,-15,14:24
89/90,19.speeldag,16,St-Truidense VV,19,3,7,9,14:30,-16,13:2517
89/90,19.speeldag,17,KSV Waregem,19,3,5,11,19:40,-21,11:2718
89/90,19.speeldag,18,Racing Mechelen,19,2,7,10,12:26,-14,11:27
89/90,20.speeldag,1,Club Brugge,20,14,4,2,40:16,24,32:8
89/90,20.speeldag,2,RSC Anderlecht,20,13,4,3,42:8,34,30:10
89/90,20.speeldag,3,Antwerp FC,20,10,8,2,42:19,23,28:12
89/90,20.speeldag,4,KV Mechelen,20,9,10,1,32:8,24,28:12
89/90,20.speeldag,5,Cercle Brugge,20,9,6,5,30:21,9,24:16
89/90,20.speeldag,6,Standard Luik,20,8,7,5,27:20,7,23:17
89/90,20.speeldag,7,KAA Gent,20,7,7,6,22:20,2,21:19
89/90,20.speeldag,8,KSC Lokeren,20,7,7,6,24:29,-5,21:19
89/90,20.speeldag,9,Lierse SK,20,8,4,8,27:36,-9,20:20
89/90,20.speeldag,10,R Charleroi SC,20,6,6,8,25:27,-2,18:22
89/90,20.speeldag,11,RC Luik,20,5,7,8,17:18,-1,17:23
89/90,20.speeldag,12,KV Kortrijk,20,5,7,8,16:29,-13,17:23
89/90,20.speeldag,13,Germinal Ekeren,20,7,2,11,24:30,-6,16:24
89/90,20.speeldag,14,St-Truidense VV,20,4,7,9,17:30,-13,15:25
89/90,20.speeldag,15,KSK Beveren,20,5,4,11,18:34,-16,14:26
89/90,20.speeldag,16,VAC Beerschot,20,4,6,10,17:34,-17,14:2617
89/90,20.speeldag,17,KSV Waregem,20,3,5,12,19:43,-24,11:2918
89/90,20.speeldag,18,Racing Mechelen,20,2,7,11,12:29,-17,11:29
89/90,21.speeldag,1,Club Brugge,21,14,5,2,42:18,24,33:9
89/90,21.speeldag,2,RSC Anderlecht,21,14,4,3,49:8,41,32:10
89/90,21.speeldag,3,KV Mechelen,21,10,10,1,34:8,26,30:12
89/90,21.speeldag,4,Antwerp FC,21,10,8,3,42:20,22,28:14
89/90,21.speeldag,5,Cercle Brugge,21,10,6,5,34:22,12,26:16
89/90,21.speeldag,6,Standard Luik,21,9,7,5,29:20,9,25:17
89/90,21.speeldag,7,KAA Gent,21,7,8,6,24:22,2,22:20
89/90,21.speeldag,8,KSC Lokeren,21,7,7,7,24:36,-12,21:21
89/90,21.speeldag,9,Lierse SK,21,8,4,9,27:38,-11,20:22
89/90,21.speeldag,10,R Charleroi SC,21,7,6,8,29:27,2,20:22
89/90,21.speeldag,11,KV Kortrijk,21,6,7,8,20:29,-9,19:23
89/90,21.speeldag,12,RC Luik,21,5,7,9,17:20,-3,17:25
89/90,21.speeldag,13,St-Truidense VV,21,5,7,9,18:30,-12,17:25
89/90,21.speeldag,14,Germinal Ekeren,21,7,2,12,24:34,-10,16:26
89/90,21.speeldag,15,VAC Beerschot,21,5,6,10,19:34,-15,16:26
89/90,21.speeldag,16,KSK Beveren,21,5,4,12,18:38,-20,14:2817
89/90,21.speeldag,17,KSV Waregem,21,3,5,13,19:45,-26,11:3118
89/90,21.speeldag,18,Racing Mechelen,21,2,7,12,13:33,-20,11:31
89/90,22.speeldag,1,Club Brugge,22,15,5,2,46:18,28,35:9
89/90,22.speeldag,2,RSC Anderlecht,22,15,4,3,54:8,46,34:10
89/90,22.speeldag,3,KV Mechelen,22,11,10,1,37:9,28,32:12
89/90,22.speeldag,4,Antwerp FC,22,11,8,3,46:20,26,30:14
89/90,22.speeldag,5,Cercle Brugge,22,10,6,6,35:24,11,26:18
89/90,22.speeldag,6,Standard Luik,22,9,8,5,30:21,9,26:18
89/90,22.speeldag,7,KAA Gent,22,8,8,6,25:22,3,24:20
89/90,22.speeldag,8,KSC Lokeren,22,8,7,7,26:37,-11,23:21
89/90,22.speeldag,9,Lierse SK,22,8,4,10,27:39,-12,20:24
89/90,22.speeldag,10,R Charleroi SC,22,7,6,9,29:32,-3,20:24
89/90,22.speeldag,11,RC Luik,22,6,7,9,20:21,-1,19:25
89/90,22.speeldag,12,KV Kortrijk,22,6,7,9,21:32,-11,19:25
